S136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	-1	1	-1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	-1	0	1	1	-1	-1	1	1	1	1	1	1	1
S143	1	1	1	-1	1	1	1	-1	1	1	1	0	-1	0	1	-1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S150	0	1	1	0	1	-1	1	-1	0	0	0	1	1	1	0	-1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	1	-1
S161	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S166	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S167	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S172	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	0	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	-1	1	1	1	0	0	0	0	0	0	0
S173	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S174	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	1	1	-1	-1	1	1	-1	1	1	1	1
S176	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
S182	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	0
S184	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	1
S197	0	1	1	-1	1	-1	1	1	0	0	0	-1	0	0	0	0	0	0	0	-1	1	-1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	1	-1	0	1	-1	-1	-1	1	1	-1	1	1	1	1	1
S198	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	-1	1	-1	1	0
S200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	0	1	1	1	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S201	1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S203	1	1	1	-1	1	1	1	1	0	1	1	-1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S204	1	1	1	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S209	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S210	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S211	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	1	1	1	0
S213	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S215	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	-1	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S221	1	1	1	1	1	-1	1	1	1	1	0	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	-1	1	1	1	1
S222	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S223	1	1	1	1	-1	-1	1	-1	1	0	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	0	0	1	0	1	0
S224	1	1	1	-1	1	-1	1	1	1	1	1	1	-1	1	1	0	-1	1	-1	-1	1	-1	1	-1	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S229	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1
S230	1	1	1	1	-1	-1	1	-1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S231	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S235	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S236	1	1	1	-1	0	1	1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	0	-1	1	-1	-1	1	-1	-1	1	1	1	-1	-1	1	0	-1	-1	-1	1	1	1	1	1	1	1
S240	1	1	1	1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S241	1	1	1	-1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S243	1	1	1	-1	1	-1	1	1	-1	1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S244	1	1	0	-1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S245	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	-1	1	1	-1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S246	1	-1	0	1	0	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S247	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	0	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1
S249	1	1	1	0	1	1	1	1	0	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	-1	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S250	1	1	1	-1	1	1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S252	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1
S253	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	0
S254	1	1	0	1	1	1	1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	1	1	1	1	1
S255	1	1	0	1	1	1	1	1	1	1	-1	1	-1	1	0	-1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S257	1	1	1	1	-1	1	1	-1	0	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
S258	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
S259	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1	1	1	1
S260	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	1	-1	-1	-1	1	-1	1	1	1	1	1	1	1	-1	-1	1	1	-1	-1	-1	0	1	1	1	1	1	1
S261	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	0
S262	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S264	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	1	-1	1	-1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S265	1	1	1	-1	1	1	1	-1	1	1	1	-1	-1	1	1	-1	-1	1	-1	-1	-1	-1	-1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S266	1	1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1
S269	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S270	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1
S271	1	1	1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	1	1	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S272	1	1	1	-1	1	-1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S274	1	1	1	-1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S275	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	1	1	1
S277	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1
S278	1	1	1	1	1	-1	1	-1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S279	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S280	1	-1	1	1	-1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S281	1	1	1	-1	1	1	1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S282	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1
S283	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S284	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1
S286	1	1	1	1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S287	1	1	1	-1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	1	0	1	1	-1	-1	1	1	1	-1	0	1	1	1	0	-1	1	1	1	1	1	1	1
S288	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	0	1	0	-1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1
S289	1	1	0	-1	1	1	0	1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1
S290	1	1	1	0	1	1	1	-1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	1	-1	1	1	1	0	-1	1	0	1	-1	-1	0	0	0	0	0	0	0
S291	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S292	1	1	1	-1	1	1	1	-1	-1	1	1	1	0	1	1	0	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S293	1	1	1	0	1	1	1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	1	1	1	1	1	-1	1	1	-1	-1	1	0	1	0	0	1	0	-1
S295	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
S296	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S297	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S298	1	1	1	1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S299	1	1	1	-1	1	1	1	-1	1	1	1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	0	0	1	0	0
S300	0	1	1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	1	1	1	1
S301	1	-1	1	-1	1	1	1	-1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	1	0	-1	-1	-1	0	0	0	0	0	0	0
S302	1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S303	1	1	1	1	1	1	1	-1	1	1	1	-1	1	0	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	1	1	1	1	1
S304	1	1	1	-1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	1	-1	-1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S305	1	1	1	-1	1	1	1	-1	1	1	-1	0	1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	1	1	1	0
S306	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	1	-1	1
S307	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1	1	-1	1
S308	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1
S309	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	-1	1	1	1	1
S310	0	0	0	0	0	0	0	0	1	1	1	-1	-1	1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	-1	1	1	1	1	1	1	1	-1
S311	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	1	1	1
S312	0	0	0	0	0	0	0	0	1	1	-1	1	1	1	1	-1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	-1	1	1	1	1
S313	0	0	0	0	0	0	0	0	1	-1	1	1	1	-1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	1	-1	1	1	1	-1	-1	0	-1	0	-1	1
S314	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	-1	1	1	-1	1
S315	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S316	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1	1	1	1
S317	0	0	0	0	0	0	0	0	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1
S318	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1
S319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
S320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
S321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	-1	-1	1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	-1	0	0	0	0	0	0	0
S322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	-1	1	1	-1	1	-1	1	1	1	-1	1	1	1	-1	-1	-1	-1	-1	-1	1
S323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1
S324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1
S325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
S326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1
S327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	-1	1	1	1	1
S328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1
S331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1	-1	1	1
S332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	-1	1	1	1	-1	1	-1	1	1	-1	1
S333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	-1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
